23854,Castuera,38.734635,-5.540609
23855,Catarroja,39.399792,-0.399004
23856,Catoira,42.67218,-8.725433
23857,Cazalla-Constantina,37.932545,-5.704671
23858,Cañada del Hoyo,39.953833,-1.889352
23859,Cañaveral,39.788854,-6.374979
23860,Cecebre,43.287869,-8.307848
23861,Cella,40.455143,-1.244556
23862,Cellers-Llimiana,42.062729,0.875639
23863,Celorio,43.424721,-4.811305
23864,Celra,42.027312,2.874921
23865,Cenicero San Isidro,42.4822,-2.6465
23866,Cerceda,43.161155,-8.471019
23867,Cerceda-Meirama,43.206436,-8.446615
23868,Cercedilla,40.737701,-4.06574
23869,Cerdanyola del Valles,41.492436,2.147531
23870,Cerezal de la Guzpeña,42.779934,-5.006119
23871,Cervera,41.673658,1.274769
23872,Cesantes,42.310283,-8.616367
23873,Cesuras,43.17332,-8.20084
23874,Cetina,41.295806,-1.961877
23875,Ceuta-Barco,35.895039,-5.321664
23876,Chápela,42.4822,-2.6465
23877,Cheste,39.490897,-0.686137
23878,Chilches,39.782175,-0.190526
23879,Chillaron,40.102784,-2.221036
23880,Chiprana,41.2315,-0.155806
23881,Chiva,39.471085,-0.722867
23882,Cícero,43.417084,-3.490408
23883,Cillamayor,42.857843,-4.277651
23884,Cinco Casas,39.168463,-3.232583
23885,Circuit Ricardo Tormo,39.495473,-0.625316
23886,Cisneros,42.191365,-4.850345
23887,Cistierna,42.803117,-5.130835
23888,Cizurmayor,42.7974,-1.67761
23889,Ciñera,42.8894,-5.64045
23890,Cocentaina,38.74073,-0.447078
23891,Cólera,42.4068,3.154377
23892,Collado Mediano,40.69253,-4.035931
23893,Colloto,43.379128,-5.791561
23894,Colombres,43.382867,-4.556973
23895,Cortes de la Frontera,36.598636,-5.332814
23896,Cortes de Navarra,41.914803,-1.4199
23897,Coscurita,41.4399,-2.4698
23898,Coslada,40.423582,-3.561121
23899,Covas,42.475658,-6.831064
23900,Crespos,40.869951,-4.967843
23901,Crevillent,38.224587,-0.781081
23902,Cuadros,42.7126,-5.63595
23903,Cubelles,41.204071,1.675751
23904,Cubillas de Santa Marta,41.809144,-4.579617
23905,Cuenca Estación,40.067288,-2.136562
23906,Cuenca Fernando Zobel,40.034916,-2.144412
23907,Cuencabuena,41.009229,-1.254777
23908,Cuevas,43.431184,-5.073305
23909,Cuevas de Velasco,40.155164,-2.408246
23910,Cullera,39.17792,-0.263365
23911,Cumbres Mayores,38.053109,-6.630973
23912,Cunit,41.194911,1.633268
23913,Daimiel,39.061357,-3.603379
23914,Madrid Delicias,40.400273,-3.692454
23915,Denia-Bus,38.837446,0.105672
23916,Don Benito,38.967411,-5.862198
23917,Dos Hermanas,37.287255,-5.923369
23918,Dosante Cidad,43.012134,-3.757203
23919,Duesaigües-L’Argentera,41.143708,0.920765
23920,Dueñas,41.871133,-4.540478
